modo,hilos,tiempo_seg,primos,limite
numba,1,44.50781758298399,11078937,200000000
numba,2,28.32504970798618,11078937,200000000
numba,4,16.33929529201123,11078937,200000000
numba,8,9.228862457996001,11078937,200000000
